,raw,log,category
2,6.935644000000001e-05,-9.576251553222152,9
3,5.1171540000000006e-05,-9.880327039840909,9
4,2.9603339999999998e-05,-10.427623365162132,
5,4.468702e-05,-10.015827478826477,
6,6.301272e-05,-9.67217394719086,9
7,5.610539999999999e-05,-9.788278493383508,9
8,8.119766000000001e-05,-9.41862412894587,9
9,6.822858e-05,-9.592647019313063,9
10,7.837836e-05,-9.45396268911672,9
11,6.724186e-05,-9.60721458770056,9
12,4.510992e-05,-10.006408379988237,
13,9.726821999999999e-05,-9.238038240828857,9
14,0.011274059999999999,-4.485250767357139,4
15,0.00154318,-6.473910056539682,6
16,0.022972199999999998,-3.773470489766898,3
17,0.03487766,-3.3559087693477654,3
18,0.009611214,-4.644824737235511,4
19,0.0005699348,-7.469988589643164,7
20,0.0193111,-3.9470752188612233,3
21,0.000656912,-7.327960490612056,7
22,0.0003174606,-8.055156841820075,8
23,0.0002478224,-8.30279819737443,8
24,0.0001654967,-8.706559302922992,8
25,0.0002120162,-8.458847871117406,8
26,0.0002249854,-8.399475046754118,8
27,0.0003339538,-8.004507897908425,8
28,0.2929042,-1.227909685886286,1
29,0.003006148,-5.807095753999744,5
30,0.0193135,-3.9469509457294323,3
31,0.0010994118,-6.812979969468153,6
32,0.00101765,-6.890259231365386,6
33,0.0007586909999999999,-7.183915978086808,7
34,0.00033916940000000003,-7.989010870380048,7
35,0.010203986000000002,-4.584976850714489,4
36,0.036658079999999996,-3.306121411100856,3
37,0.004090760000000001,-5.499024507118747,5
38,0.01112804,-4.498287229831151,4
39,0.005232884,-5.252792718854765,5
40,3.52093,1.2587251592595856,-1
41,0.007878576,-4.843608102102387,4
42,0.0070735039999999996,-4.951399306574528,4
43,0.006181458,-5.086201113007737,5
44,0.004828304,-5.3332600116976465,5
45,0.0034751499999999998,-5.662117635429357,5
46,0.00260636,-5.949800667072808,5
47,0.005077114,-5.283012289063732,5
48,0.0016562340000000001,-6.403208928653762,6
49,0.001584764,-6.447319778638041,6
50,0.0011064593999999999,-6.80659009141928,6
51,0.0007730708,-7.165139922367966,7
52,0.000568102,-7.473209577900437,7
53,0.0005049481999999999,-7.591054708207439,7
54,0.0004518034,-7.7022634285049465,7
55,0.0003715922,-7.897713541557054,7
56,0.0005972826000000001,-7.423120189740237,7
57,0.000310271,-8.07806444882133,8
58,0.00025684418000000004,-8.267040960447295,8
59,0.00023823640000000002,-8.34224709995537,8
60,0.0002458488,-8.310793845143253,8
61,0.00026741680000000003,-8.226702068044847,8
62,0.0005858642,-7.4424225358576015,7
63,0.07875950000000001,-2.5413563736315665,2
64,0.00334292,-5.700910602431773,5
65,0.0217951,-3.826070105094002,3
66,0.002188814,-6.124395434357668,6
67,0.002165272,-6.135209290315187,6
68,0.0005782518,-7.455501144017104,7
69,0.0003907638,-7.847407272587652,7
70,0.0003276102,-8.023686070938925,8
71,0.0002870114,-8.155988621739166,8
72,0.0003312752,-8.012561108085736,8
73,0.0002090558,-8.472909355987856,8
74,0.0001746598,-8.652670476061216,8
75,0.00014378758,-8.847173486365703,8
76,0.00016253648,-8.724608089081418,8
77,0.0001833996,-8.60384317916937,8
78,0.000489301,-7.6225327159353355,7
79,0.0003924556,-7.843087148159585,7
80,0.000302518,-8.103369778131448,8
81,0.0005931946,-7.429988050911183,7
82,0.0035656520000000003,-5.636408352637508,5
83,0.000434887,-7.740424330736633,7
84,0.0003116808,-8.073530970778284,8
85,0.06762204000000001,-2.693821313568285,2
86,0.002970202,-5.819125315012326,5
87,0.001956782,-6.2364539917654165,6
88,0.00018029832,-8.620897745602074,8
89,0.00018213103999999998,-8.61078412996313,8
90,0.00019087139999999998,-8.563910655114144,8
91,0.0004422174,-7.723708941604078,7
92,0.000191153,-8.562436403464234,8
93,0.0002930728,-8.135089515645493,8
94,0.00019848356000000002,-8.524804282425581,8
95,0.00017508250000000002,-8.650253266556868,8
96,0.00017888882,-8.628746062415226,8
97,0.0003527028,-7.949884781995628,7
98,0.053218339999999996,-2.933352205200525,2
99,0.003958247999999999,-5.531953775856653,5
100,0.03239774,-3.4296666117031327,3
101,0.0036787059999999995,-5.605194219072557,5
102,0.004864252,-5.325842326449796,5
103,0.0010051040000000002,-6.902664260237986,6
104,0.0012107768,-6.716493141885648,6
105,0.00021060658000000002,-8.465518714687907,8
106,0.0002537428,-8.279189402395074,8
107,0.00030477339999999996,-8.095942008301268,8
108,0.00021370780000000002,-8.450900896539245,8
109,0.0001384308,-8.885139996187203,8
110,0.00014942632,-8.808707129429832,8
111,9.966468e-05,-9.213699206550732,9
112,0.00012560254,-8.98238808120472,8
113,0.00018142616,-8.614661818993863,8
114,0.0032400159999999996,-5.7321770109184875,5
115,0.00039626176,-7.833435554979736,7
116,0.0020926760000000003,-6.169311649221316,6
117,0.0010614904,-6.848081320667794,6
118,0.0005314504000000001,-7.539900685327144,7
119,0.000671714,-7.305677903270578,7
120,0.0013875514,-6.58021466798479,6
121,0.00020454483999999998,-8.494723340013136,8
122,0.0004622348,-7.67943757087695,7
123,8.923270000000001e-05,-9.324262993628462,9
124,7.809639999999999e-05,-9.45756659693135,9
125,7.400842e-05,-9.511331687449204,9
126,0.00025332,-8.280857046316045,8
127,0.00011996391999999999,-9.02831952705818,9
128,0.0002079282,-8.478317730163228,8
129,0.00015365542,-8.780797995034334,8
130,0.00012264222,-9.006239221803298,9
131,9.755006e-05,-9.235144875826148,9
132,0.0001546424,-8.774395203267405,8
133,0.02685726,-3.6172191035148855,3
134,0.001336802,-6.617475084574096,6
135,0.02505924,-3.686512657188779,3
136,0.001490738,-6.508483979632901,6
137,0.007819086,-4.851187611051289,4
138,0.000723168,-7.23186899765288,7
139,0.00111506,-6.798847063858657,6
140,0.00021384860000000003,-8.45024226995763,8
141,0.00015210476,-8.790941063988186,8
142,0.00010530311999999999,-9.158667509633663,9
143,0.0001217966,-9.01315811769222,9
144,0.00012377014,-8.997084422282661,8
145,0.00048182959999999996,-7.63792003339002,7
146,9.698618e-05,-9.240942063838112,9
