,raw,log,category
225,9.51536e-05,-9.260018129940468,9
226,0.000126167,-8.977904131750444,8
227,0.000144492,-8.842286415266193,8
228,0.000130396,-8.94493458378883,8
229,0.000117708,-9.047303576594095,9
230,0.000217796,-8.431951713106972,8
231,0.000858497,-7.060327372099944,7
232,0.000441231,-7.725942010133939,7
233,0.00129691,-6.647770766957572,6
234,0.000413037,-7.791973380638316,7
235,0.000842285,-7.079392121183339,7
236,0.000302377,-8.103835974752526,8
237,0.000456737,-7.691402825070703,7
238,0.000147312,-8.822957771418784,8
239,0.000155065,-8.771666174110983,8
240,0.000103612,-9.17485740473085,9
241,0.000115594,-9.065426506187197,9
242,8.03519e-05,-9.429094819513969,9
243,8.52858e-05,-9.369502588602364,9
244,0.000257972,-8.262659506063935,8
245,0.000100087,-9.209470750206824,9
246,0.000137444,-8.892293996542984,8
247,0.000343258,-7.977028206959966,7
248,0.000229778,-8.378396932554653,8
249,0.000602639,-7.414192213813671,7
250,0.00017621,-8.643834092383635,8
251,0.000424314,-7.765036810778299,7
252,0.000209338,-8.47156038741904,8
253,0.000346782,-7.9668142175190875,7
254,0.000138149,-8.887177745129915,8
255,0.000128986,-8.95580668662388,8
256,0.000101497,-9.195481316569484,9
257,0.000103612,-9.17485740473085,9
258,9.65632e-05,-9.245312841707547,9
259,0.000115594,-9.065426506187197,9
260,0.000124757,-8.98914271268243,8
261,0.000113479,-9.083892760187934,9
262,9.02197e-05,-9.313262751194607,9
263,0.000114184,-9.077699375636806,9
264,0.000114184,-9.077699375636806,9
265,0.000193126,-8.552167732332142,8
266,0.000733035,-7.218317108240761,7
267,0.000370747,-7.899990668684972,7
268,0.00127717,-6.663108586281444,6
269,0.000448279,-7.7100947515315745,7
270,0.0011651,-6.754948358738378,6
271,0.000238941,-8.33929389843287,8
272,0.000602639,-7.414192213813671,7
273,0.000153655,-8.780800728426843,8
274,0.000328456,-8.021107671172,8
275,0.000121233,-9.017796244162055,9
276,0.000111365,-9.102697462960826,9
277,0.000111365,-9.102697462960826,9
278,0.000150836,-8.799317404090674,8
279,0.000183259,-8.604610105170241,8
280,0.000125462,-8.983507634086855,8
281,0.000134625,-8.913017422487721,8
282,0.000127576,-8.966798292518602,8
283,8.52858e-05,-9.369502588602364,9
284,0.000131805,-8.934187000348357,8
285,0.000105726,-9.154659716149625,9
286,8.81052e-05,-9.336979002927428,9
287,9.09245e-05,-9.30548106614401,9
288,8.52858e-05,-9.369502588602364,9
289,9.23342e-05,-9.290095954207509,9
290,8.03519e-05,-9.429094819513969,9
291,0.000136739,-8.897436558654409,8
292,9.79729e-05,-9.230819648147587,9
293,0.000102907,-9.181684890227132,9
294,0.000104317,-9.168076217868153,9
295,0.000115594,-9.065426506187197,9
296,9.23342e-05,-9.290095954207509,9
297,9.09245e-05,-9.30548106614401,9
298,0.000102907,-9.181684890227132,9
299,0.000102907,-9.181684890227132,9
300,9.51536e-05,-9.260018129940468,9
301,0.000246694,-8.307361855762421,8
302,0.000117004,-9.053302435716727,9
303,8.52858e-05,-9.369502588602364,9
304,0.000100792,-9.202451570555946,9
305,8.66955e-05,-9.353108578638977,9
306,0.000100087,-9.209470750206824,9
307,8.59906e-05,-9.361272570010282,9
308,7.89422e-05,-9.446794618850115,9
309,0.000102907,-9.181684890227132,9
310,0.00011207,-9.096386881900337,9
311,0.000158589,-8.749194608041462,8
312,0.000327046,-8.025409724177635,8
313,0.000272774,-8.206866944454944,8
314,7.33035e-05,-9.520902201234806,9
315,0.000108546,-9.128336511697094,9
